/home/aniket/miniconda3/envs/boptestlocal/lib/python3.10/site-packages/torch/cuda/__init__.py:107: UserWarning: CUDA initialization: CUDA unknown error - this may be due to an incorrectly set up environment, e.g. changing env variable CUDA_VISIBLE_DEVICES after program start. Setting the available devices to be zero. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:109.)
  return torch._C._cuda_getDeviceCount() > 0
Logging to results/SAC_AD1/Model1
Using cpu device
Wrapping the env in a DummyVecEnv.
Starting training from scratch.
u {'ahu_oveFanSup_u': 0.5039120316505432, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.7977163195610046, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5521053075790405, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5966410636901855, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.39588576555252075, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.6062039732933044, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7234258055686951, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.7955349087715149, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.41333866119384766, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.03434830904006958, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.4817720949649811, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.8924592733383179, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.19417044520378113, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.7914205193519592, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.1626201868057251, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9047842621803284, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.14276546239852905, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.532421350479126, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.21652668714523315, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.7806399464607239, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.07295635342597961, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.23123246431350708, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9094395041465759, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.6465857625007629, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5536453723907471, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.3226107060909271, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5483224391937256, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.2900139391422272, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6245768070220947, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.10871031880378723, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9478455185890198, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.005202919244766235, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.10346198081970215, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9503610134124756, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.33853310346603394, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.027321726083755493, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7989669442176819, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5757980942726135, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.1426776647567749, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.37807440757751465, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.3006003499031067, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.613765299320221, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9346756339073181, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9067330360412598, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.4099990129470825, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5167086124420166, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.3242744207382202, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.06492474675178528, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9360610842704773, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.8664082884788513, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.3990398645401001, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.11985921859741211, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9006843566894531, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.07716107368469238, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.06428259611129761, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6201506853103638, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.06076464056968689, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.653948962688446, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.757915735244751, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.09009528160095215, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5715274214744568, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6108704805374146, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5008172392845154, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.28942322731018066, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9671845436096191, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.8822662830352783, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7617909908294678, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9636266827583313, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.36417335271835327, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7719773650169373, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.020076870918273926, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.666588306427002, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.3758124113082886, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5252766609191895, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.7101470828056335, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9262007474899292, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5876913666725159, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.7851971983909607, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.24998939037322998, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5823928713798523, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.6827710866928101, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.6907831430435181, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.7327966094017029, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.8522835969924927, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.1136811375617981, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.23921126127243042, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.4945630133152008, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5226470828056335, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5730717182159424, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.08037540316581726, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.9578847885131836, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9417006969451904, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.2819560468196869, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5655194520950317, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6214230060577393, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.23939865827560425, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.5619024038314819, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9280356764793396, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.354452520608902, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.6775139570236206, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.1693761944770813, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.610816478729248, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.250328928232193, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.30808618664741516, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.3443230390548706, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.4357280433177948, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.4994817078113556, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.40444087982177734, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.34873124957084656, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6868187785148621, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.36681637167930603, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.2854650318622589, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.930489718914032, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.8356728553771973, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.8182159066200256, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.05888614058494568, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.21925824880599976, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.6507339477539062, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5291460752487183, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.7434993982315063, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7725974917411804, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.8588346838951111, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.7120063304901123, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.48668885231018066, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.690516471862793, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.07833373546600342, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.22992372512817383, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9026681780815125, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.9409834146499634, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.41406169533729553, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5198153853416443, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5985766053199768, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.3569825291633606, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.3960832357406616, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.21235781908035278, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.20228725671768188, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.8991798162460327, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5766733884811401, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.37337327003479004, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9591511487960815, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5092288255691528, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.6689215898513794, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.798011064529419, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5228842496871948, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.3563579320907593, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.40323761105537415, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.07736971974372864, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7247586250305176, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.04064372181892395, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.29701873660087585, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.285797655582428, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5308205485343933, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.38418689370155334, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.4121975600719452, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9697970747947693, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.0040159523487091064, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.8684251308441162, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.25536414980888367, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.777504026889801, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.23447787761688232, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5466080904006958, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.9716393351554871, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.7836918234825134, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.19047585129737854, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.30388274788856506, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.8096355199813843, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.3546752631664276, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.15966308116912842, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.6892135143280029, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.5987755060195923, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.4581477642059326, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.021776467561721802, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.6149142980575562, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.3136138617992401, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.24135449528694153, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.519616961479187, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.9948914051055908, 'oveValRad_activate': 1.0}
u {'ahu_oveFanSup_u': 0.8597180247306824, 'ahu_oveFanSup_activate': 1.0, 'oveValCoi_u': 0.9673998951911926, 'oveValCoi_activate': 1.0, 'oveValRad_u': 0.5800215005874634, 'oveValRad_activate': 1.0}
